FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label,Attack,label
1556233076176,1556233076178,192.168.1.30,53347,192.168.1.1,53,17,5,71,1,71,1,0,0,0,2,0,0,0,0,71,71,71,71,35,35,0,0,0,0,189333,189333,2,0,0,0,0,0,0,0,0,6472,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556036711262,1556036711263,192.168.1.31,63887,192.168.1.152,1102,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,40,44,0,0,0,0,176000,160000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556042990111,1556042990111,192.168.1.31,47632,192.168.1.180,1007,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556039098557,1556039098557,192.168.1.32,48145,192.168.1.49,995,6,23,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556222742242,1556222742242,192.168.1.30,50075,192.168.1.1,53,17,5,71,1,71,1,0,0,0,1,0,0,0,0,71,71,71,71,0,0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,35745,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556030280295,1556030280371,192.168.1.30,44600,192.168.1.193,1055,6,0,44,1,40,1,22,2,20,75,0,0,0,0,44,40,40,44,0,0,0,0,0,0,4631,4210,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556029837476,1556029837476,192.168.1.30,54328,192.168.1.180,1328,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556204064204,1556204064588,18.184.104.180,8080,192.168.1.30,39184,6,7,792,2,737,3,24,24,24,383,347,383,235,235,633,52,52,633,1,2,0,0,0,0,16500,15354,2,0,2,1,0,422,3434,0,0,0,0,0,0,347,347,347,0,383,383,191,191,0,Benign,Benign
1556223046474,1556223046478,192.168.1.152,80,192.168.1.31,60936,6,7,60,1,52,1,18,18,16,3,0,0,0,0,60,52,52,60,17,20,0,0,0,0,120000,104000,2,0,0,0,0,28960,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556078134175,1556078134175,192.168.1.31,51129,192.168.1.194,1271,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542513676,1556542513676,192.168.1.1,53,192.168.1.169,52970,17,5,67,1,0,0,0,0,0,1,0,0,0,0,67,67,0,67,0,0,0,0,0,0,536000,0,1,0,0,0,0,0,0,0,0,53421,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542513806,1556542513806,192.168.1.1,53,192.168.1.169,52970,17,5,67,1,0,0,0,0,0,1,0,0,0,0,67,67,0,67,0,0,0,0,0,0,536000,0,1,0,0,0,0,0,0,0,0,53421,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556035909919,1556035909919,192.168.1.32,25748,192.168.1.169,25492,6,0,48,1,40,1,22,2,20,1,0,0,0,0,48,40,40,48,0,0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556078647093,1556078647093,192.168.1.194,1061,192.168.1.31,46615,6,0,40,1,0,0,20,20,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556029763661,1556029763661,192.168.1.30,38168,192.168.1.180,4002,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556223324677,1556223324677,192.168.1.184,443,192.168.1.31,47216,6,91,393,1,0,0,24,24,0,1,0,0,0,0,393,393,0,393,0,3,0,0,0,0,3144000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556035267710,1556035267715,192.168.1.32,47861,192.168.1.194,56737,6,0,44,1,40,1,22,2,20,5,0,0,0,0,44,40,40,44,8,8,0,0,0,0,58666,53333,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556037844902,1556037844906,192.168.1.32,41130,192.168.1.49,1185,6,0,44,1,40,1,22,2,20,3,0,0,0,0,44,40,40,44,13,14,0,0,0,0,88000,80000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556223175302,1556223175303,192.168.1.184,443,192.168.1.31,54230,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556082918122,1556082918122,192.168.1.32,61634,192.168.1.49,8701,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542568082,1556542568082,192.168.1.1,53,192.168.1.169,57856,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,1022,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556157167543,1556157167754,192.168.1.195,5741,192.168.1.195,5741,6,0,4800,120,0,0,2,2,0,211,211,0,64,64,40,40,0,40,0,22,0,0,0,0,181132,0,120,0,0,0,0,8192,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,Benign,Benign
1556235418472,1556235418487,192.168.1.184,443,192.168.1.31,45966,6,91,52,1,52,1,17,17,16,14,0,0,0,0,52,52,52,52,3,3,0,0,0,0,27733,27733,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556036980571,1556036980571,192.168.1.31,34227,192.168.1.49,20222,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556035988958,1556035988958,192.168.1.30,46329,192.168.1.195,36268,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556322882842,1556322882847,192.168.1.32,50242,192.168.1.190,80,6,7,435,5,3133,6,27,27,27,4,4,4,64,64,1500,52,52,1500,783,108,0,0,0,0,696000,5012800,8,1,0,0,2,29200,28960,0,0,0,0,0,0,1,2,0,0,3,3,0,1,0,Benign,Benign
1556242076748,1556242076748,192.168.1.184,443,192.168.1.30,57162,6,91,329,1,0,0,24,24,0,1,0,0,0,0,329,329,0,329,0,3,0,0,0,0,2632000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556029829592,1556029829592,192.168.1.30,64264,192.168.1.186,44443,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556088843935,1556088843935,192.168.1.32,62601,192.168.1.180,27322,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556133204315,1556133204332,192.168.1.190,57124,205.251.193.77,53,17,5,86,1,239,1,0,0,0,17,0,0,0,0,239,86,86,239,14,5,0,0,0,0,38222,106222,1,1,0,0,0,0,0,0,0,35522,1,60,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556042094478,1556042094478,192.168.1.31,56825,192.168.1.49,1272,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556083243622,1556083243622,192.168.1.32,24015,192.168.1.180,19044,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556030273984,1556030273984,192.168.1.30,41875,192.168.1.193,40911,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542627129,1556542627129,192.168.1.1,53,192.168.1.169,64391,17,5,138,1,0,0,0,0,0,1,0,0,0,0,138,138,0,138,0,1,0,0,0,0,1104000,0,0,1,0,0,0,0,0,0,0,59337,1,728,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556240161598,1556240161598,192.168.1.184,443,192.168.1.30,60112,6,91,393,1,0,0,24,24,0,1,0,0,0,0,393,393,0,393,0,3,0,0,0,0,3144000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542583404,1556542583404,192.168.1.1,53,192.168.1.169,57856,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,1022,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556076758974,1556076758974,192.168.1.31,55521,192.168.1.180,8022,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556083091144,1556083091144,192.168.1.32,58349,192.168.1.169,46059,6,0,48,1,40,1,22,2,20,1,0,0,0,0,48,40,40,48,0,0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556240371821,1556240371821,192.168.1.184,443,192.168.1.30,44702,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542713567,1556542713567,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556217526384,1556217526384,192.168.1.184,443,192.168.1.30,58366,6,91,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,28960,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542688133,1556542688133,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556183184245,1556183184245,192.168.1.190,19242,192.5.6.30,53,17,5,71,1,792,1,0,0,0,1,0,0,0,0,792,71,71,792,7,0,0,0,0,0,568000,6336000,1,0,0,1,0,0,0,0,0,55439,43,86400,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556242535110,1556242535112,192.168.1.30,34986,192.168.1.1,53,17,5,67,1,67,1,0,0,0,1,0,0,0,0,67,67,67,67,67,67,0,0,0,0,268000,268000,2,0,0,0,0,0,0,0,0,21265,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556082946131,1556082946131,192.168.1.32,9413,192.168.1.152,26632,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556214409207,1556214409233,192.168.1.184,443,192.168.1.30,44862,6,91,52,1,52,1,17,17,16,25,0,0,0,0,52,52,52,52,2,2,0,0,0,0,16000,16000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556036650003,1556036650003,192.168.1.32,6694,192.168.1.186,51765,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542617257,1556542617257,192.168.1.1,53,192.168.1.169,64391,17,5,138,1,0,0,0,0,0,1,0,0,0,0,138,138,0,138,0,1,0,0,0,0,1104000,0,0,1,0,0,0,0,0,0,0,59337,1,740,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556250371189,1556250371191,192.168.1.184,443,192.168.1.38,59488,6,91,52,1,52,1,17,17,16,2,0,0,0,0,52,52,52,52,26,26,0,0,0,0,138666,138666,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556030251913,1556030251913,192.168.1.193,541,192.168.1.30,49576,6,0,40,1,0,0,20,20,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556035770914,1556035770914,192.168.1.32,43517,192.168.1.152,46980,6,0,48,1,40,1,22,2,20,1,0,0,0,0,48,40,40,48,0,0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556250336313,1556250336313,192.168.1.184,443,192.168.1.38,55752,6,91,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,227,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556037334142,1556037334142,192.168.1.31,38682,192.168.1.49,6025,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542651452,1556542651452,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542562600,1556542562600,192.168.1.1,53,192.168.1.169,57856,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,1022,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556035795953,1556035795953,192.168.1.30,16678,192.168.1.195,19601,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556036111635,1556036111635,192.168.1.30,56033,192.168.1.46,46250,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556248542190,1556248542190,203.119.26.1,53,192.168.1.190,34173,17,5,631,1,0,0,0,0,0,1,0,0,0,0,631,631,0,631,0,6,0,0,0,0,5048000,0,0,0,0,1,0,0,0,0,0,37866,1,86400,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556251604850,1556251604850,192.168.1.194,80,192.168.1.38,46974,6,7,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556035915726,1556035915726,192.168.1.30,10467,192.168.1.180,1212,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556030288484,1556030288484,192.168.1.194,3300,192.168.1.30,44010,6,381,40,1,0,0,20,20,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542717669,1556542717669,192.168.1.1,53,192.168.1.169,60899,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,40659,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556232984002,1556232984002,192.168.1.194,80,192.168.1.31,60258,6,7,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556036072051,1556036072051,192.168.1.30,52883,192.168.1.49,42510,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556088944750,1556088944750,192.168.1.32,24910,192.168.1.180,10972,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542687357,1556542687357,192.168.1.1,53,192.168.1.169,60899,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,40659,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556230745587,1556230745587,192.168.1.152,80,192.168.1.31,36970,6,7,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556238880563,1556238880563,192.168.1.194,80,192.168.1.31,40434,6,7,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556224437993,1556224437993,192.168.1.194,80,192.168.1.30,42310,6,7,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556084678350,1556084678350,192.168.1.30,47167,192.168.1.186,28588,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542730431,1556542730431,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556076613587,1556076613587,192.168.1.31,46189,192.168.1.152,1688,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542574631,1556542574631,192.168.1.1,53,192.168.1.169,57856,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,1022,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556083243904,1556083243904,192.168.1.32,23137,192.168.1.180,35655,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542644740,1556542644740,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556212924026,1556212924026,192.168.1.31,46508,192.168.1.1,53,17,5,71,1,71,1,0,0,0,1,0,0,0,0,71,71,71,71,0,0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,58705,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556228249985,1556228249987,192.168.1.31,44097,192.168.1.1,53,17,5,71,1,71,1,0,0,0,1,0,0,0,0,71,71,71,71,71,71,0,0,0,0,284000,284000,2,0,0,0,0,0,0,0,0,27644,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556036681255,1556036681255,192.168.1.31,64468,192.168.1.49,1024,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556029981809,1556029981809,192.168.1.30,46056,192.168.1.186,9071,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542642922,1556542642922,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556542643068,1556542643068,192.168.1.1,53,192.168.1.169,51642,17,5,71,1,0,0,0,0,0,1,0,0,0,0,71,71,0,71,0,0,0,0,0,0,568000,0,1,0,0,0,0,0,0,0,0,14697,1,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556218792224,1556218792224,192.168.1.184,443,192.168.1.30,46320,6,91,329,1,0,0,24,24,0,1,0,0,0,0,329,329,0,329,0,3,0,0,0,0,2632000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556030086903,1556030086903,172.17.0.5,54752,192.168.1.190,53,17,5,138,2,234,2,0,0,0,1,0,0,64,64,117,69,69,117,2,1,0,0,0,0,1104000,1872000,4,0,0,0,0,0,0,0,0,6479,1,604800,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556029563722,1556029563722,192.168.1.32,62852,192.168.1.169,1717,6,0,44,1,40,1,22,2,20,1,0,0,0,0,44,40,40,44,0,0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556228816544,1556228816544,192.168.1.184,443,192.168.1.31,34050,6,91,89,1,0,0,25,25,0,1,0,0,0,0,89,89,0,89,0,0,0,0,0,0,712000,0,1,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556220425538,1556220425538,192.168.1.184,443,192.168.1.31,38218,6,91,329,1,0,0,24,24,0,1,0,0,0,0,329,329,0,329,0,3,0,0,0,0,2632000,0,0,0,1,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556233015523,1556233015523,192.168.1.194,80,192.168.1.31,36972,6,7,60,1,52,1,18,18,16,1,0,0,0,0,60,52,52,60,0,0,0,0,0,0,480000,416000,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556176495011,1556176495330,52.59.177.21,80,192.168.1.33,42062,6,7,12755,11,156,3,25,25,17,318,318,1,237,237,1500,52,52,1500,0,40,0,0,0,0,319874,3912,5,0,0,1,8,110,419,0,0,0,0,0,0,0,316,31,94,0,1,0,0,0,Benign,Benign
1556205493848,1556205493866,192.168.1.194,80,192.168.1.31,38330,6,7,60,1,52,1,18,18,16,18,0,0,0,0,60,52,52,60,2,3,0,0,0,0,25263,21894,2,0,0,0,0,5792,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556252389991,1556252389991,192.168.1.152,80,192.168.1.34,56678,6,7,52,1,52,1,17,17,16,1,0,0,0,0,52,52,52,52,0,0,0,0,0,0,416000,416000,2,0,0,0,0,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556029710966,1556029710966,192.168.1.32,63120,192.168.1.193,1783,6,0,44,1,0,0,2,2,0,1,0,0,0,0,44,44,0,44,0,0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556029097242,1556029097242,192.168.1.31,0,192.168.35.238,0,1,81,28,1,0,0,0,0,0,1,0,0,0,0,28,28,0,28,0,0,0,0,0,0,224000,0,1,0,0,0,0,0,0,2048,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
1556088895467,1556088895716,192.168.1.31,33140,192.168.1.190,465,6,29,448,6,223,4,31,30,27,248,248,184,64,64,180,52,52,180,0,1,0,0,0,0,14393,7164,9,1,0,0,0,29200,28960,0,0,0,0,0,0,0,96,49,31,45,88,61,19,0,Benign,Benign
1556035799012,1556035799012,192.168.1.32,64963,192.168.1.190,39464,6,0,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
